did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures
44557,vehicle_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,218.0,,199.0,4.0,19.0,846.0,0.0,0.0,18.0,1.0
44593,blood-transfusion-service-center_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44594,blood-transfusion-service-center_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44595,blood-transfusion-service-center_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44596,blood-transfusion-service-center_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44597,blood-transfusion-service-center_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
44598,qsar-biodeg_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44599,qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44600,qsar-biodeg_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44601,qsar-biodeg_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44602,qsar-biodeg_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,699.0,,356.0,2.0,42.0,1055.0,0.0,0.0,41.0,1.0
44608,pc4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44609,pc4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44610,pc4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44611,pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
44612,pc4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,1,32840,active,arff,1280.0,,178.0,2.0,38.0,1458.0,0.0,0.0,37.0,1.0
45604,dummy,1,37166,active,arff,727.0,,273.0,2.0,7.0,1000.0,0.0,0.0,6.0,1.0
45613,appendicitis_test_edsa,2,37163,active,arff,85.0,,21.0,2.0,8.0,106.0,0.0,0.0,7.0,0.0
45615,appendicitis_test_edsa,3,37163,active,arff,85.0,,21.0,2.0,8.0,106.0,0.0,0.0,7.0,1.0
46264,mabbob_ela_as_2d_classify,1,43372,active,arff,656.0,,18.0,5.0,46.0,1120.0,0.0,0.0,45.0,0.0
46270,mabbob_ela_as_5d_classify,1,43372,active,arff,737.0,,12.0,4.0,46.0,1120.0,0.0,0.0,45.0,0.0
46279,algerian_forest_fires,1,30703,active,arff,137.0,,106.0,2.0,14.0,243.0,0.0,0.0,13.0,1.0
46336,hayes-roth_clean,1,30703,active,arff,65.0,,31.0,3.0,5.0,160.0,0.0,0.0,4.0,1.0
46416,Creditability-German-Credit-Data,1,45575,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,0.0
46482,German-Credit-Data-Creditability-2,1,45575,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46502,Credit_Approval_Classification,3,44101,active,arff,700.0,,300.0,2.0,51.0,1000.0,0.0,0.0,50.0,0.0
46503,Credit_Approval_Classification,4,44101,active,arff,700.0,,300.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0
46505,total_score,1,44101,active,arff,417.0,,44.0,4.0,11.0,719.0,0.0,0.0,10.0,1.0
46532,dataset_credit-g,1,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,0.0
46540,dataset_credit-g,2,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46542,dataset_credit-g,3,44331,active,arff,700.0,,300.0,2.0,21.0,1000.0,0.0,0.0,20.0,1.0
46544,dataset_analcatdata_creditscore,2,44331,active,arff,73.0,,27.0,2.0,7.0,100.0,0.0,0.0,6.0,1.0
46562,German-Credit-Data-Creditability-Preprocessed-Dataset,1,45575,active,arff,700.0,,300.0,2.0,34.0,1000.0,0.0,0.0,33.0,1.0
46590,heart-statlog-uci,1,25914,active,arff,150.0,,120.0,2.0,14.0,270.0,0.0,0.0,13.0,0.0
46600,maternal_health_risk,1,25914,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,0.0
46842,maternal_health_risk,2,25914,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,1.0
46850,hepatitis_c_virus_hcv_for_egyptian_patients,2,25914,active,arff,362.0,,332.0,4.0,29.0,1385.0,0.0,0.0,28.0,1.0
46851,hepatitis_c_virus_hcv_for_egyptian_patients,3,25914,active,arff,362.0,,332.0,4.0,29.0,1385.0,0.0,0.0,28.0,1.0
46875,divorce_prediction,2,25914,active,arff,86.0,,84.0,2.0,55.0,170.0,0.0,0.0,54.0,1.0
46879,mental_health_detection,2,25914,active,arff,174.0,,118.0,4.0,15.0,540.0,0.0,0.0,14.0,1.0
46913,blood-transfusion-service-center,2,34097,active,arff,570.0,,178.0,2.0,5.0,748.0,0.0,0.0,4.0,1.0
46921,diabetes,7,34097,active,arff,500.0,,268.0,2.0,9.0,768.0,0.0,0.0,8.0,1.0
46941,maternal_health_risk,3,34097,active,arff,406.0,,272.0,3.0,7.0,1014.0,0.0,0.0,6.0,1.0
47150,CanadaFiresD,1,53720,active,arff,903.0,,588.0,2.0,47.0,1491.0,0.0,0.0,46.0,1.0
47154,vowel,6,53720,active,arff,90.0,,90.0,11.0,11.0,990.0,0.0,0.0,10.0,1.0
